ligand,receptor,
Wnt16,FZD5_LRP6,Wnt16_FZD5_LRP6
Wnt16,FZD6_LRP6,Wnt16_FZD6_LRP6
Wnt16,FZD7_LRP6,Wnt16_FZD7_LRP6
Wnt16,FZD8_LRP6,Wnt16_FZD8_LRP6
Wnt16,FZD9_LRP6,Wnt16_FZD9_LRP6
Wnt2,FZD1_LRP6,Wnt2_FZD1_LRP6
Wnt2,FZD10_LRP6,Wnt2_FZD10_LRP6
Wnt2,FZD2_LRP6,Wnt2_FZD2_LRP6
Wnt2,FZD3_LRP6,Wnt2_FZD3_LRP6
Wnt2,FZD4_LRP6,Wnt2_FZD4_LRP6
Wnt2,FZD5_LRP6,Wnt2_FZD5_LRP6
Wnt2,FZD6_LRP6,Wnt2_FZD6_LRP6
Wnt2,FZD7_LRP6,Wnt2_FZD7_LRP6
Wnt2,FZD8_LRP6,Wnt2_FZD8_LRP6
Wnt2,FZD9_LRP6,Wnt2_FZD9_LRP6
Wnt2b,FZD1_LRP6,Wnt2b_FZD1_LRP6
Wnt2b,FZD10_LRP6,Wnt2b_FZD10_LRP6
Wnt2b,FZD2_LRP6,Wnt2b_FZD2_LRP6
Wnt2b,FZD3_LRP6,Wnt2b_FZD3_LRP6
Wnt2b,FZD4_LRP6,Wnt2b_FZD4_LRP6
Wnt2b,FZD5_LRP6,Wnt2b_FZD5_LRP6
Wnt2b,FZD6_LRP6,Wnt2b_FZD6_LRP6
Wnt2b,FZD7_LRP6,Wnt2b_FZD7_LRP6
Wnt2b,FZD8_LRP6,Wnt2b_FZD8_LRP6
Wnt2b,FZD9_LRP6,Wnt2b_FZD9_LRP6
Wnt3,FZD1_LRP6,Wnt3_FZD1_LRP6
Wnt3,FZD10_LRP6,Wnt3_FZD10_LRP6
Wnt3,FZD2_LRP6,Wnt3_FZD2_LRP6
Wnt3,FZD3_LRP6,Wnt3_FZD3_LRP6
Wnt3,FZD4_LRP6,Wnt3_FZD4_LRP6
Wnt3,FZD5_LRP6,Wnt3_FZD5_LRP6
Wnt3,FZD6_LRP6,Wnt3_FZD6_LRP6
Wnt3,FZD7_LRP6,Wnt3_FZD7_LRP6
Wnt3,FZD8_LRP6,Wnt3_FZD8_LRP6
Wnt3,FZD9_LRP6,Wnt3_FZD9_LRP6
Wnt3a,FZD1_LRP6,Wnt3a_FZD1_LRP6
Wnt3a,FZD10_LRP6,Wnt3a_FZD10_LRP6
Wnt3a,FZD2_LRP6,Wnt3a_FZD2_LRP6
Wnt3a,FZD3_LRP6,Wnt3a_FZD3_LRP6
Wnt3a,FZD4_LRP6,Wnt3a_FZD4_LRP6
Wnt3a,FZD5_LRP6,Wnt3a_FZD5_LRP6
Wnt3a,FZD6_LRP6,Wnt3a_FZD6_LRP6
Wnt3a,FZD7_LRP6,Wnt3a_FZD7_LRP6
Wnt3a,FZD8_LRP6,Wnt3a_FZD8_LRP6
Wnt3a,FZD9_LRP6,Wnt3a_FZD9_LRP6
Wnt4,FZD1_LRP6,Wnt4_FZD1_LRP6
Wnt4,FZD10_LRP6,Wnt4_FZD10_LRP6
Wnt4,FZD2_LRP6,Wnt4_FZD2_LRP6
Wnt4,FZD3_LRP6,Wnt4_FZD3_LRP6
Wnt4,FZD4_LRP6,Wnt4_FZD4_LRP6
Wnt4,FZD5_LRP6,Wnt4_FZD5_LRP6
Wnt4,FZD6_LRP6,Wnt4_FZD6_LRP6
Wnt4,FZD7_LRP6,Wnt4_FZD7_LRP6
Wnt4,FZD8_LRP6,Wnt4_FZD8_LRP6
Wnt4,FZD9_LRP6,Wnt4_FZD9_LRP6
Wnt6,FZD1_LRP6,Wnt6_FZD1_LRP6
Wnt6,FZD10_LRP6,Wnt6_FZD10_LRP6
Wnt6,FZD2_LRP6,Wnt6_FZD2_LRP6
Wnt6,FZD3_LRP6,Wnt6_FZD3_LRP6
Wnt6,FZD4_LRP6,Wnt6_FZD4_LRP6
Wnt6,FZD5_LRP6,Wnt6_FZD5_LRP6
Wnt6,FZD6_LRP6,Wnt6_FZD6_LRP6
Wnt6,FZD7_LRP6,Wnt6_FZD7_LRP6
Wnt6,FZD8_LRP6,Wnt6_FZD8_LRP6
Wnt6,FZD9_LRP6,Wnt6_FZD9_LRP6
Wnt7a,FZD1_LRP6,Wnt7a_FZD1_LRP6
Wnt7a,FZD10_LRP6,Wnt7a_FZD10_LRP6
Wnt7a,FZD2_LRP6,Wnt7a_FZD2_LRP6
Wnt7a,FZD3_LRP6,Wnt7a_FZD3_LRP6
Wnt7a,FZD4_LRP6,Wnt7a_FZD4_LRP6
Wnt7a,FZD5_LRP6,Wnt7a_FZD5_LRP6
Wnt7a,FZD6_LRP6,Wnt7a_FZD6_LRP6
Wnt7a,FZD7_LRP6,Wnt7a_FZD7_LRP6
Wnt7a,FZD8_LRP6,Wnt7a_FZD8_LRP6
Wnt7a,FZD9_LRP6,Wnt7a_FZD9_LRP6
Wnt7b,FZD1_LRP6,Wnt7b_FZD1_LRP6
Wnt7b,FZD10_LRP6,Wnt7b_FZD10_LRP6
Wnt7b,FZD2_LRP6,Wnt7b_FZD2_LRP6
Wnt7b,FZD3_LRP6,Wnt7b_FZD3_LRP6
Wnt7b,FZD4_LRP6,Wnt7b_FZD4_LRP6
Wnt7b,FZD5_LRP6,Wnt7b_FZD5_LRP6
Wnt7b,FZD6_LRP6,Wnt7b_FZD6_LRP6
Wnt7b,FZD7_LRP6,Wnt7b_FZD7_LRP6
Wnt7b,FZD8_LRP6,Wnt7b_FZD8_LRP6
Wnt7b,FZD9_LRP6,Wnt7b_FZD9_LRP6
Wnt8a,FZD1_LRP6,Wnt8a_FZD1_LRP6
Wnt8a,FZD10_LRP6,Wnt8a_FZD10_LRP6
Wnt8a,FZD2_LRP6,Wnt8a_FZD2_LRP6
Wnt8a,FZD3_LRP6,Wnt8a_FZD3_LRP6
Wnt8a,FZD4_LRP6,Wnt8a_FZD4_LRP6
Wnt8a,FZD5_LRP6,Wnt8a_FZD5_LRP6
Wnt8a,FZD6_LRP6,Wnt8a_FZD6_LRP6
Wnt8a,FZD7_LRP6,Wnt8a_FZD7_LRP6
Wnt8a,FZD8_LRP6,Wnt8a_FZD8_LRP6
Wnt8a,FZD9_LRP6,Wnt8a_FZD9_LRP6
Wnt8b,FZD1_LRP6,Wnt8b_FZD1_LRP6
Wnt8b,FZD10_LRP6,Wnt8b_FZD10_LRP6
Wnt8b,FZD2_LRP6,Wnt8b_FZD2_LRP6
Wnt8b,FZD3_LRP6,Wnt8b_FZD3_LRP6
Wnt8b,FZD4_LRP6,Wnt8b_FZD4_LRP6
Wnt8b,FZD5_LRP6,Wnt8b_FZD5_LRP6
Wnt8b,FZD6_LRP6,Wnt8b_FZD6_LRP6
Wnt8b,FZD7_LRP6,Wnt8b_FZD7_LRP6
Wnt8b,FZD8_LRP6,Wnt8b_FZD8_LRP6
Wnt8b,FZD9_LRP6,Wnt8b_FZD9_LRP6
Wnt9a,FZD1_LRP6,Wnt9a_FZD1_LRP6
Wnt9a,FZD10_LRP6,Wnt9a_FZD10_LRP6
Wnt9a,FZD2_LRP6,Wnt9a_FZD2_LRP6
Wnt9a,FZD3_LRP6,Wnt9a_FZD3_LRP6
Wnt9a,FZD4_LRP6,Wnt9a_FZD4_LRP6
Wnt9a,FZD5_LRP6,Wnt9a_FZD5_LRP6
Wnt9a,FZD6_LRP6,Wnt9a_FZD6_LRP6
Wnt9a,FZD7_LRP6,Wnt9a_FZD7_LRP6
Wnt9a,FZD8_LRP6,Wnt9a_FZD8_LRP6
Wnt9a,FZD9_LRP6,Wnt9a_FZD9_LRP6
Wnt9b,FZD1_LRP6,Wnt9b_FZD1_LRP6
Wnt9b,FZD10_LRP6,Wnt9b_FZD10_LRP6
Wnt9b,FZD2_LRP6,Wnt9b_FZD2_LRP6
Wnt9b,FZD3_LRP6,Wnt9b_FZD3_LRP6
Wnt9b,FZD4_LRP6,Wnt9b_FZD4_LRP6
Wnt9b,FZD5_LRP6,Wnt9b_FZD5_LRP6
Wnt9b,FZD6_LRP6,Wnt9b_FZD6_LRP6
Wnt9b,FZD7_LRP6,Wnt9b_FZD7_LRP6
Wnt9b,FZD8_LRP6,Wnt9b_FZD8_LRP6
Wnt9b,FZD9_LRP6,Wnt9b_FZD9_LRP6
Wnt5a,Fzd1,Wnt5a_Fzd1
Wnt5a,Fzd10,Wnt5a_Fzd10
Wnt5a,Fzd2,Wnt5a_Fzd2
Wnt5a,Fzd3,Wnt5a_Fzd3
Wnt5a,Fzd4,Wnt5a_Fzd4
Wnt5a,Fzd5,Wnt5a_Fzd5
Wnt5a,Fzd6,Wnt5a_Fzd6
Wnt5a,Fzd7,Wnt5a_Fzd7
Wnt5a,Fzd8,Wnt5a_Fzd8
Wnt5a,Fzd9,Wnt5a_Fzd9
Wnt5a,Mcam,Wnt5a_Mcam
Wnt5b,Fzd1,Wnt5b_Fzd1
Wnt5b,Fzd10,Wnt5b_Fzd10
Wnt5b,Fzd2,Wnt5b_Fzd2
Wnt5b,Fzd3,Wnt5b_Fzd3
Wnt5b,Fzd4,Wnt5b_Fzd4
Wnt5b,Fzd5,Wnt5b_Fzd5
Wnt5b,Fzd6,Wnt5b_Fzd6
Wnt5b,Fzd7,Wnt5b_Fzd7
Wnt5b,Fzd8,Wnt5b_Fzd8
Wnt5b,Fzd9,Wnt5b_Fzd9
Wnt11,Fzd1,Wnt11_Fzd1
Wnt11,Fzd10,Wnt11_Fzd10
Wnt11,Fzd2,Wnt11_Fzd2
Wnt11,Fzd3,Wnt11_Fzd3
Wnt11,Fzd4,Wnt11_Fzd4
Wnt11,Fzd5,Wnt11_Fzd5
Wnt11,Fzd6,Wnt11_Fzd6
Wnt11,Fzd7,Wnt11_Fzd7
Wnt11,Fzd8,Wnt11_Fzd8
Wnt11,Fzd9,Wnt11_Fzd9
Egf,Egfr,Egf_Egfr
Egf,EGFR_ERBB2,Egf_EGFR_ERBB2
Tgfa,Egfr,Tgfa_Egfr
Tgfa,EGFR_ERBB2,Tgfa_EGFR_ERBB2
Areg,Egfr,Areg_Egfr
Areg,EGFR_ERBB2,Areg_EGFR_ERBB2
Btc,Egfr,Btc_Egfr
Btc,EGFR_ERBB2,Btc_EGFR_ERBB2
Btc,Erbb4,Btc_Erbb4
Btc,ERBB2_ERBB4,Btc_ERBB2_ERBB4
Hbegf,Egfr,Hbegf_Egfr
Hbegf,EGFR_ERBB2,Hbegf_EGFR_ERBB2
Hbegf,Erbb4,Hbegf_Erbb4
Hbegf,ERBB2_ERBB4,Hbegf_ERBB2_ERBB4
Ereg,Egfr,Ereg_Egfr
Ereg,EGFR_ERBB2,Ereg_EGFR_ERBB2
Ereg,Erbb4,Ereg_Erbb4
Ereg,ERBB2_ERBB4,Ereg_ERBB2_ERBB4
Nrg1,Erbb3,Nrg1_Erbb3
Nrg1,ERBB2_ERBB3,Nrg1_ERBB2_ERBB3
Nrg1,Erbb4,Nrg1_Erbb4
Nrg1,ERBB2_ERBB4,Nrg1_ERBB2_ERBB4
Nrg2,Erbb3,Nrg2_Erbb3
Nrg2,ERBB2_ERBB3,Nrg2_ERBB2_ERBB3
Nrg2,Erbb4,Nrg2_Erbb4
Nrg2,ERBB2_ERBB4,Nrg2_ERBB2_ERBB4
Nrg3,Erbb4,Nrg3_Erbb4
Nrg3,ERBB2_ERBB4,Nrg3_ERBB2_ERBB4
Nrg4,Erbb4,Nrg4_Erbb4
Nrg4,ERBB2_ERBB4,Nrg4_ERBB2_ERBB4
Nrg1,ITGAV_ITGB3,Nrg1_ITGAV_ITGB3
Fgf1,Fgfr1,Fgf1_Fgfr1
Fgf1,Fgfr2,Fgf1_Fgfr2
Fgf1,Fgfr3,Fgf1_Fgfr3
Fgf1,Fgfr4,Fgf1_Fgfr4
Fgf2,Fgfr1,Fgf2_Fgfr1
Fgf2,Fgfr2,Fgf2_Fgfr2
Fgf2,Fgfr3,Fgf2_Fgfr3
Fgf2,Fgfr4,Fgf2_Fgfr4
Fgf4,Fgfr1,Fgf4_Fgfr1
Fgf4,Fgfr2,Fgf4_Fgfr2
Fgf4,Fgfr3,Fgf4_Fgfr3
Fgf4,Fgfr4,Fgf4_Fgfr4
Fgf5,Fgfr1,Fgf5_Fgfr1
Fgf5,Fgfr2,Fgf5_Fgfr2
Fgf5,Fgfr3,Fgf5_Fgfr3
Fgf5,Fgfr4,Fgf5_Fgfr4
Fgf6,Fgfr1,Fgf6_Fgfr1
Fgf6,Fgfr2,Fgf6_Fgfr2
Fgf6,Fgfr3,Fgf6_Fgfr3
Fgf6,Fgfr4,Fgf6_Fgfr4
Fgf7,Fgfr1,Fgf7_Fgfr1
Fgf7,Fgfr2,Fgf7_Fgfr2
Fgf3,Fgfr1,Fgf3_Fgfr1
Fgf3,Fgfr2,Fgf3_Fgfr2
Fgf10,Fgfr1,Fgf10_Fgfr1
Fgf10,Fgfr2,Fgf10_Fgfr2
Fgf22,Fgfr2,Fgf22_Fgfr2
Fgf8,Fgfr1,Fgf8_Fgfr1
Fgf8,Fgfr2,Fgf8_Fgfr2
Fgf8,Fgfr3,Fgf8_Fgfr3
Fgf8,Fgfr4,Fgf8_Fgfr4
Fgf17,Fgfr1,Fgf17_Fgfr1
Fgf17,Fgfr2,Fgf17_Fgfr2
Fgf17,Fgfr3,Fgf17_Fgfr3
Fgf17,Fgfr4,Fgf17_Fgfr4
Fgf18,Fgfr1,Fgf18_Fgfr1
Fgf18,Fgfr2,Fgf18_Fgfr2
Fgf18,Fgfr3,Fgf18_Fgfr3
Fgf18,Fgfr4,Fgf18_Fgfr4
Fgf9,Fgfr1,Fgf9_Fgfr1
Fgf9,Fgfr2,Fgf9_Fgfr2
Fgf9,Fgfr3,Fgf9_Fgfr3
Fgf9,Fgfr4,Fgf9_Fgfr4
Fgf20,Fgfr1,Fgf20_Fgfr1
Fgf20,Fgfr2,Fgf20_Fgfr2
Fgf20,Fgfr3,Fgf20_Fgfr3
Fgf20,Fgfr4,Fgf20_Fgfr4
Fgf16,Fgfr1,Fgf16_Fgfr1
Fgf16,Fgfr2,Fgf16_Fgfr2
Fgf16,Fgfr3,Fgf16_Fgfr3
Fgf16,Fgfr4,Fgf16_Fgfr4
Fgf15,Fgfr1,Fgf15_Fgfr1
Fgf15,Fgfr2,Fgf15_Fgfr2
Fgf15,Fgfr3,Fgf15_Fgfr3
Fgf15,Fgfr4,Fgf15_Fgfr4
Fgf21,Fgfr1,Fgf21_Fgfr1
Fgf21,Fgfr3,Fgf21_Fgfr3
Fgf23,Fgfr1,Fgf23_Fgfr1
Fgf23,Fgfr3,Fgf23_Fgfr3
Fgf23,Fgfr4,Fgf23_Fgfr4
Pdgfa,Pdgfra,Pdgfa_Pdgfra
Pdgfa,Pdgfrb,Pdgfa_Pdgfrb
Pdgfb,Pdgfra,Pdgfb_Pdgfra
Pdgfb,Pdgfrb,Pdgfb_Pdgfrb
Pdgfc,Pdgfra,Pdgfc_Pdgfra
Pdgfd,Pdgfrb,Pdgfd_Pdgfrb
Vegfa,Flt1,Vegfa_Flt1
Vegfa,Kdr,Vegfa_Kdr
Vegfb,Flt1,Vegfb_Flt1
Vegfc,Flt4,Vegfc_Flt4
Vegfc,Kdr,Vegfc_Kdr
Vegfd,Flt4,Vegfd_Flt4
Vegfd,Kdr,Vegfd_Kdr
Pgf,Flt1,Pgf_Flt1
Vegfa,FLT1_KDR,Vegfa_FLT1_KDR
Vegfc,FLT4_KDR,Vegfc_FLT4_KDR
Vegfd,FLT4_KDR,Vegfd_FLT4_KDR
Igf1,Igf1r,Igf1_Igf1r
Igf2,Igf1r,Igf2_Igf1r
Igf2,Igf2r,Igf2_Igf2r
Igf1,ITGAV_ITGB3,Igf1_ITGAV_ITGB3
Igf1,ITGA6_ITGB4,Igf1_ITGA6_ITGB4
Igf2,ITGAV_ITGB3,Igf2_ITGAV_ITGB3
Igf2,ITGA6_ITGB4,Igf2_ITGA6_ITGB4
Igfl3,Igflr1,Igfl3_Igflr1
Ins1,Insr,Ins1_Insr
Ins2,Insr,Ins2_Insr
Apln,Aplnr,Apln_Aplnr
Dhh,PTCH1_SMO,Dhh_PTCH1_SMO
Ihh,PTCH1_SMO,Ihh_PTCH1_SMO
Shh,PTCH1_SMO,Shh_PTCH1_SMO
Dhh,PTCH2_SMO,Dhh_PTCH2_SMO
Ihh,PTCH2_SMO,Ihh_PTCH2_SMO
Shh,PTCH2_SMO,Shh_PTCH2_SMO
Ccl5,Ccr1,Ccl5_Ccr1
Ccl3,Ccr1,Ccl3_Ccr1
Ccl8,Ccr1,Ccl8_Ccr1
Ccl9,Ccr1,Ccl9_Ccr1
Ccl6,Ccr1,Ccl6_Ccr1
Ccl7,Ccr1,Ccl7_Ccr1
Ccl5,Ccr1l1,Ccl5_Ccr1l1
Ccl3,Ccr1l1,Ccl3_Ccr1l1
Ccl8,Ccr1l1,Ccl8_Ccr1l1
Ccl9,Ccr1l1,Ccl9_Ccr1l1
Ccl6,Ccr1l1,Ccl6_Ccr1l1
Ccl7,Ccr1l1,Ccl7_Ccr1l1
Ccl8,Ccr2,Ccl8_Ccr2
Ccl6,Ccr2,Ccl6_Ccr2
Ccl7,Ccr2,Ccl7_Ccr2
Ccl2,Ccr2,Ccl2_Ccr2
Ccl12,Ccr2,Ccl12_Ccr2
Ccl27a,Ccr2,Ccl27a_Ccr2
Ccl27b,Ccr2,Ccl27b_Ccr2
Ccl5,Ccr3,Ccl5_Ccr3
Ccl6,Ccr3,Ccl6_Ccr3
Ccl7,Ccr3,Ccl7_Ccr3
Ccl11,Ccr3,Ccl11_Ccr3
Ccl24,Ccr3,Ccl24_Ccr3
Ccl26,Ccr3,Ccl26_Ccr3
Ccl28,Ccr3,Ccl28_Ccr3
Ccl27a,Ccr3,Ccl27a_Ccr3
Ccl27b,Ccr3,Ccl27b_Ccr3
Ccl17,Ccr4,Ccl17_Ccr4
Ccl22,Ccr4,Ccl22_Ccr4
Ccl5,Ccr4,Ccl5_Ccr4
Ccl4,Ccr5,Ccl4_Ccr5
Ccl5,Ccr5,Ccl5_Ccr5
Ccl3,Ccr5,Ccl3_Ccr5
Ccl8,Ccr5,Ccl8_Ccr5
Ccl20,Ccr6,Ccl20_Ccr6
Ccl19,Ccr7,Ccl19_Ccr7
Ccl21a,Ccr7,Ccl21a_Ccr7
Ccl21b,Ccr7,Ccl21b_Ccr7
Ccl21c,Ccr7,Ccl21c_Ccr7
Ccl19,Ackr4,Ccl19_Ackr4
Ccl21a,Ackr4,Ccl21a_Ackr4
Ccl21b,Ackr4,Ccl21b_Ackr4
Ccl21c,Ackr4,Ccl21c_Ackr4
Ccl1,Ccr8,Ccl1_Ccr8
Ccl25,Ccr9,Ccl25_Ccr9
Ccl25,Ackr4,Ccl25_Ackr4
Ccl28,Ccr10,Ccl28_Ccr10
Ccl27a,Ccr10,Ccl27a_Ccr10
Ccl27b,Ccr10,Ccl27b_Ccr10
Ccl1,Ackr4,Ccl1_Ackr4
Ccl8,Ackr4,Ccl8_Ackr4
Ccl1,Ackr1,Ccl1_Ackr1
Ccl2,Ackr1,Ccl2_Ackr1
Ccl2,Ackr2,Ccl2_Ackr2
Ccl3,Ackr2,Ccl3_Ackr2
Ccl4,Ackr2,Ccl4_Ackr2
Ccl5,Ackr1,Ccl5_Ackr1
Ccl5,Ackr2,Ccl5_Ackr2
Ccl7,Ackr1,Ccl7_Ackr1
Ccl8,Ackr1,Ccl8_Ackr1
Ccl11,Ackr1,Ccl11_Ackr1
Ccl11,Ackr2,Ccl11_Ackr2
Ccl22,Ackr2,Ccl22_Ackr2
Ccl24,Ackr2,Ccl24_Ackr2
Ccl26,Ackr2,Ccl26_Ackr2
Ccl17,Ackr1,Ccl17_Ackr1
Ccl17,Ackr2,Ccl17_Ackr2
Cxcl1,Cxcr1,Cxcl1_Cxcr1
Cxcl5,Cxcr1,Cxcl5_Cxcr1
Cxcl2,Cxcr1,Cxcl2_Cxcr1
Cxcl3,Cxcr1,Cxcl3_Cxcr1
Cxcl1,Cxcr2,Cxcl1_Cxcr2
Cxcl5,Cxcr2,Cxcl5_Cxcr2
Cxcl2,Cxcr2,Cxcl2_Cxcr2
Cxcl3,Cxcr2,Cxcl3_Cxcr2
Ppbp,Cxcr2,Ppbp_Cxcr2
Pf4,Cxcr3,Pf4_Cxcr3
Cxcl9,Cxcr3,Cxcl9_Cxcr3
Cxcl10,Cxcr3,Cxcl10_Cxcr3
Cxcl11,Cxcr3,Cxcl11_Cxcr3
Cxcl13,Cxcr3,Cxcl13_Cxcr3
Pf4,Cxcr3,Pf4_Cxcr3
Cxcl12,Cxcr4,Cxcl12_Cxcr4
Cxcl12,Ackr3,Cxcl12_Ackr3
Cxcl13,Cxcr5,Cxcl13_Cxcr5
Cxcl16,Cxcr6,Cxcl16_Cxcr6
Cxcl1,Ackr1,Cxcl1_Ackr1
Cxcl2,Ackr1,Cxcl2_Ackr1
Cxcl3,Ackr1,Cxcl3_Ackr1
Cxcl5,Ackr1,Cxcl5_Ackr1
Cxcl9,Ackr1,Cxcl9_Ackr1
Cxcl10,Ackr1,Cxcl10_Ackr1
Cxcl11,Ackr1,Cxcl11_Ackr1
Cxcl11,Ackr3,Cxcl11_Ackr3
Cxcl13,Ackr1,Cxcl13_Ackr1
Mif,CD74_CXCR4,Mif_CD74_CXCR4
Mif,CD74_CD44,Mif_CD74_CD44
Mif,CD74_CXCR2,Mif_CD74_CXCR2
Mif,Ackr3,Mif_Ackr3
Cx3cl1,Cx3cr1,Cx3cl1_Cx3cr1
Xcl1,Xcr1,Xcl1_Xcr1
Il2,IL2RA_IL2RB,Il2_IL2RA_IL2RB
Il2,IL2RB_IL2RG,Il2_IL2RB_IL2RG
Il4,IL4R_IL2RG,Il4_IL4R_IL2RG
Il7,IL7R_IL2RG,Il7_IL7R_IL2RG
Il9,IL9R_IL2RG,Il9_IL9R_IL2RG
Il15,IL15RA_IL2RB,Il15_IL15RA_IL2RB
Il21,IL21R_IL2RG,Il21_IL21R_IL2RG
Tslp,IL7R_CRLF2,Tslp_IL7R_CRLF2
Il3,IL3RA_CSF2RB,Il3_IL3RA_CSF2RB
Il5,IL5RA_CSF2RB,Il5_IL5RA_CSF2RB
Csf2,CSF2RA_CSF2RB,Csf2_CSF2RA_CSF2RB
Il4,Il4ra,Il4_Il4ra
Il4,IL4R_IL13RA1,Il4_IL4R_IL13RA1
Il4,IL4R_IL13RA2,Il4_IL4R_IL13RA2
Il13,IL4R_IL13RA1,Il13_IL4R_IL13RA1
Il13,IL4R_IL13RA2,Il13_IL4R_IL13RA2
Il13,Il13ra1,Il13_Il13ra1
Il13,Il13ra2,Il13_Il13ra2
Il6,IL6R_IL6ST,Il6_IL6R_IL6ST
Il11,IL11R complex 1,Il11_IL11R complex 1
Il11,IL11R complex 2,Il11_IL11R complex 2
IL12AB,IL12RB1_IL12RB2,IL12AB_IL12RB1_IL12RB2
IL23 complex,IL23R_IL12RB1,IL23 complex_IL23R_IL12RB1
IL27 complex,IL27RA_IL6ST,IL27 complex_IL27RA_IL6ST
Il31,IL31RA_OSMR,Il31_IL31RA_OSMR
Cntf,CNTFR_LIFR,Cntf_CNTFR_LIFR
Clcf1,CNTFR_LIFR,Clcf1_CNTFR_LIFR
Ctf1,LIFR_IL6ST,Ctf1_LIFR_IL6ST
Lif,LIFR_IL6ST,Lif_LIFR_IL6ST
Osm,LIFR_IL6ST,Osm_LIFR_IL6ST
Osm,OSMR_IL6ST,Osm_OSMR_IL6ST
Il10,IL10RA_IL10RB,Il10_IL10RA_IL10RB
Il19,IL20RA_IL20RB,Il19_IL20RA_IL20RB
Il20,IL20RA_IL20RB,Il20_IL20RA_IL20RB
Il24,IL20RA_IL20RB,Il24_IL20RA_IL20RB
Il20,IL22RA1_IL20RB,Il20_IL22RA1_IL20RB
Il24,IL22RA1_IL20RB,Il24_IL22RA1_IL20RB
Il22,IL22RA1_IL10RB,Il22_IL22RA1_IL10RB
Il1a,IL1R1_IL1RAP,Il1a_IL1R1_IL1RAP
Il1b,IL1R1_IL1RAP,Il1b_IL1R1_IL1RAP
Il1f5,IL1RL2_IL1RAP,Il1f5_IL1RL2_IL1RAP
Il1f6,IL1RL2_IL1RAP,Il1f6_IL1RL2_IL1RAP
Il1f8,IL1RL2_IL1RAP,Il1f8_IL1RL2_IL1RAP
