ligand,receptor,
Il1f9,IL1RL2_IL1RAP,Il1f9_IL1RL2_IL1RAP
Il1f10,IL1RL2_IL1RAP,Il1f10_IL1RL2_IL1RAP
Il18,IL18R1_IL18RAP,Il18_IL18R1_IL18RAP
Il33,IL1RL1_IL1RAP,Il33_IL1RL1_IL1RAP
Il17a,IL17RA_IL17RC,Il17a_IL17RA_IL17RC
Il17f,IL17RA_IL17RC,Il17f_IL17RA_IL17RC
IL17AF,IL17RA_IL17RC,IL17AF_IL17RA_IL17RC
Il17b,Il17rb,Il17b_Il17rb
Il17c,IL17RA_IL17RE,Il17c_IL17RA_IL17RE
Il25,IL17RA_IL17RB,Il25_IL17RA_IL17RB
Il34,Csf1r,Il34_Csf1r
Csf1,Csf1r,Csf1_Csf1r
Il16,Cd4,Il16_Cd4
Epo,Epor,Epo_Epor
Gh,Ghr,Gh_Ghr
Prl,Prlr,Prl_Prlr
Thpo,Mpl,Thpo_Mpl
Csf3,Csf3r,Csf3_Csf3r
Ifna,IFNAR1_IFNAR2,Ifna_IFNAR1_IFNAR2
Ifnb1,IFNAR1_IFNAR2,Ifnb1_IFNAR1_IFNAR2
Ifnk,IFNAR1_IFNAR2,Ifnk_IFNAR1_IFNAR2
Ifne,IFNAR1_IFNAR2,Ifne_IFNAR1_IFNAR2
Ifna11,IFNAR1_IFNAR2,Ifna11_IFNAR1_IFNAR2
Ifna1,IFNAR1_IFNAR2,Ifna1_IFNAR1_IFNAR2
Ifna2,IFNAR1_IFNAR2,Ifna2_IFNAR1_IFNAR2
Ifna4,IFNAR1_IFNAR2,Ifna4_IFNAR1_IFNAR2
Ifna5,IFNAR1_IFNAR2,Ifna5_IFNAR1_IFNAR2
Ifna6,IFNAR1_IFNAR2,Ifna6_IFNAR1_IFNAR2
Ifna7,IFNAR1_IFNAR2,Ifna7_IFNAR1_IFNAR2
Ifna9,IFNAR1_IFNAR2,Ifna9_IFNAR1_IFNAR2
Ifnab,IFNAR1_IFNAR2,Ifnab_IFNAR1_IFNAR2
Ifna12,IFNAR1_IFNAR2,Ifna12_IFNAR1_IFNAR2
Ifna13,IFNAR1_IFNAR2,Ifna13_IFNAR1_IFNAR2
Ifna14,IFNAR1_IFNAR2,Ifna14_IFNAR1_IFNAR2
Ifna15,IFNAR1_IFNAR2,Ifna15_IFNAR1_IFNAR2
Ifng,IFNGR1_IFNGR2,Ifng_IFNGR1_IFNGR2
Ifnl2,IFNLR1_IL10RB,Ifnl2_IFNLR1_IL10RB
Ifnl3,IFNLR1_IL10RB,Ifnl3_IFNLR1_IL10RB
Tnf,Tnfrsf1a,Tnf_Tnfrsf1a
Tnf,Tnfrsf1b,Tnf_Tnfrsf1b
Lta,Tnfrsf1a,Lta_Tnfrsf1a
Lta,Tnfrsf1b,Lta_Tnfrsf1b
Lta,Tnfrsf14,Lta_Tnfrsf14
LTa1b2,Ltbr,LTa1b2_Ltbr
Tnfsf14,Ltbr,Tnfsf14_Ltbr
Tnfsf14,Tnfrsf14,Tnfsf14_Tnfrsf14
Fasl,Fas,Fasl_Fas
Tnfsf15,Tnfrsf25,Tnfsf15_Tnfrsf25
Tnfsf10,Tnfrsf10b,Tnfsf10_Tnfrsf10b
Eda,Edar,Eda_Edar
Eda,Eda2r,Eda_Eda2r
Ngf,Ngfr,Ngf_Ngfr
Klk1b4,Ngfr,Klk1b4_Ngfr
Tnfsf11,Tnfrsf11a,Tnfsf11_Tnfrsf11a
Tnfsf11,Tnfrsf11b,Tnfsf11_Tnfrsf11b
Tnfsf12,Tnfrsf12a,Tnfsf12_Tnfrsf12a
Cd70,Cd27,Cd70_Cd27
Tnfsf8,Tnfrsf8,Tnfsf8_Tnfrsf8
Tnfsf9,Tnfrsf9,Tnfsf9_Tnfrsf9
Tnfsf4,Tnfrsf4,Tnfsf4_Tnfrsf4
Tnfsf18,Tnfrsf18,Tnfsf18_Tnfrsf18
Tnfsf13,Tnfrsf17,Tnfsf13_Tnfrsf17
Tnfsf13,Tnfrsf13b,Tnfsf13_Tnfrsf13b
Tnfsf13b,Tnfrsf17,Tnfsf13b_Tnfrsf17
Tnfsf13b,Tnfrsf13b,Tnfsf13b_Tnfrsf13b
Tnfsf13b,Tnfrsf13c,Tnfsf13b_Tnfrsf13c
Cd40lg,ITGA2B_ITGB3,Cd40lg_ITGA2B_ITGB3
Cd40lg,ITGA5_ITGB1,Cd40lg_ITGA5_ITGB1
Cd40lg,ITGAM_ITGB2,Cd40lg_ITGAM_ITGB2
Spp1,Cd44,Spp1_Cd44
Spp1,ITGAV_ITGB3,Spp1_ITGAV_ITGB3
Spp1,ITGAV_ITGB1,Spp1_ITGAV_ITGB1
Spp1,ITGAV_ITGB5,Spp1_ITGAV_ITGB5
Spp1,ITGAV_ITGB6,Spp1_ITGAV_ITGB6
Spp1,ITGA4_ITGB1,Spp1_ITGA4_ITGB1
Spp1,ITGA9_ITGB1,Spp1_ITGA9_ITGB1
Spp1,ITGA8_ITGB1,Spp1_ITGA8_ITGB1
Spp1,ITGA5_ITGB1,Spp1_ITGA5_ITGB1
Adipoq,Adipor1,Adipoq_Adipor1
Adipoq,Adipor2,Adipoq_Adipor2
Retn,Tlr4,Retn_Tlr4
Retn,Cap1,Retn_Cap1
Nampt,Insr,Nampt_Insr
Nampt,ITGA5_ITGB1,Nampt_ITGA5_ITGB1
Angptl1,ITGA1_ITGB1,Angptl1_ITGA1_ITGB1
Angptl2,ITGA5_ITGB1,Angptl2_ITGA5_ITGB1
Angptl2,Tlr4,Angptl2_Tlr4
Angptl2,Pirb,Angptl2_Pirb
Angptl1,Pirb,Angptl1_Pirb
Angptl7,Pirb,Angptl7_Pirb
Angptl4,ITGA5_ITGB1,Angptl4_ITGA5_ITGB1
Angptl4,ITGAV_ITGB3,Angptl4_ITGAV_ITGB3
Angptl4,Cdh5,Angptl4_Cdh5
Angptl4,Cdh11,Angptl4_Cdh11
Angptl4,Sdc1,Angptl4_Sdc1
Angptl4,Sdc2,Angptl4_Sdc2
Angptl4,Sdc3,Angptl4_Sdc3
Angptl4,Sdc4,Angptl4_Sdc4
Angptl3,ITGAV_ITGB3,Angptl3_ITGAV_ITGB3
Angpt1,Tek,Angpt1_Tek
Angpt2,Tek,Angpt2_Tek
Angpt2,ITGA5_ITGB1,Angpt2_ITGA5_ITGB1
Mdk,Sdc1,Mdk_Sdc1
Mdk,Sdc2,Mdk_Sdc2
Mdk,Sdc4,Mdk_Sdc4
Mdk,Ptprz1,Mdk_Ptprz1
Mdk,ITGA4_ITGB1,Mdk_ITGA4_ITGB1
Mdk,ITGA6_ITGB1,Mdk_ITGA6_ITGB1
Mdk,Lrp1,Mdk_Lrp1
Mdk,Ncl,Mdk_Ncl
Mdk,Alk,Mdk_Alk
Ptn,Ptprz1,Ptn_Ptprz1
Ptn,Sdc1,Ptn_Sdc1
Ptn,Sdc2,Ptn_Sdc2
Ptn,Sdc3,Ptn_Sdc3
Ptn,Sdc4,Ptn_Sdc4
Ptn,ITGAV_ITGB3,Ptn_ITGAV_ITGB3
Ptn,Ncl,Ptn_Ncl
Ptn,Alk,Ptn_Alk
Postn,ITGAV_ITGB3,Postn_ITGAV_ITGB3
Postn,ITGAV_ITGB5,Postn_ITGAV_ITGB5
Agt,Agtr1a,Agt_Agtr1a
Agt,Agtr1b,Agt_Agtr1b
Grp,Grpr,Grp_Grpr
Nmb,Nmbr,Nmb_Nmbr
Kng1,Bdkrb1,Kng1_Bdkrb1
Kng1,Bdkrb2,Kng1_Bdkrb2
Kng2,Bdkrb1,Kng2_Bdkrb1
Kng2,Bdkrb2,Kng2_Bdkrb2
C3,C3ar1,C3_C3ar1
C3,Cr2,C3_Cr2
C3,ITGAM_ITGB2,C3_ITGAM_ITGB2
C3,ITGAX_ITGB2,C3_ITGAX_ITGB2
C4a,C3ar1,C4a_C3ar1
C4b,Cr2,C4b_Cr2
Hc,C5ar1,Hc_C5ar1
Cck,Cckar,Cck_Cckar
Cck,Cckbr,Cck_Cckbr
Edn1,Ednra,Edn1_Ednra
Edn2,Ednra,Edn2_Ednra
Edn3,Ednra,Edn3_Ednra
Edn1,Ednrb,Edn1_Ednrb
Edn2,Ednrb,Edn2_Ednrb
Edn3,Ednrb,Edn3_Ednrb
Gal,Galr1,Gal_Galr1
Gal,Galr2,Gal_Galr2
Gal,Galr3,Gal_Galr3
Galp,Galr1,Galp_Galr1
Galp,Galr2,Galp_Galr2
Ghrl,Ghsr,Ghrl_Ghsr
Kiss1,Kiss1r,Kiss1_Kiss1r
Pomc,Mc1r,Pomc_Mc1r
Pomc,Mc2r,Pomc_Mc2r
Pomc,Mc3r,Pomc_Mc3r
Pomc,Mc4r,Pomc_Mc4r
Pomc,Mc5r,Pomc_Mc5r
Nmu,Nmur1,Nmu_Nmur1
Nmu,Nmur2,Nmu_Nmur2
Nms,Nmur1,Nms_Nmur1
Nms,Nmur2,Nms_Nmur2
Npff,Npffr1,Npff_Npffr1
Npff,Npffr2,Npff_Npffr2
Npy,Npy1r,Npy_Npy1r
Npy,Npy2r,Npy_Npy2r
Npy,Npy4r,Npy_Npy4r
Npy,Npy5r,Npy_Npy5r
Npy,Npy6r,Npy_Npy6r
Npy,Gpr83,Npy_Gpr83
Npy,Pgr15l,Npy_Pgr15l
Ppy,Npy1r,Ppy_Npy1r
Ppy,Npy2r,Ppy_Npy2r
Ppy,Npy4r,Ppy_Npy4r
Ppy,Npy5r,Ppy_Npy5r
Ppy,Npy6r,Ppy_Npy6r
Ppy,Gpr83,Ppy_Gpr83
Ppy,Pgr15l,Ppy_Pgr15l
Pyy,Npy1r,Pyy_Npy1r
Pyy,Npy2r,Pyy_Npy2r
Pyy,Npy4r,Pyy_Npy4r
Pyy,Npy5r,Pyy_Npy5r
Pyy,Npy6r,Pyy_Npy6r
Pyy,Gpr83,Pyy_Gpr83
Pyy,Pgr15l,Pyy_Pgr15l
Npb,Npbwr1,Npb_Npbwr1
Npw,Npbwr1,Npw_Npbwr1
Nts,Ntsr1,Nts_Ntsr1
Nts,Ntsr2,Nts_Ntsr2
Pdyn,Oprd1,Pdyn_Oprd1
Pdyn,Oprk1,Pdyn_Oprk1
Pdyn,Oprl1,Pdyn_Oprl1
Pdyn,Oprm1,Pdyn_Oprm1
Penk,Oprd1,Penk_Oprd1
Penk,Oprk1,Penk_Oprk1
Penk,Oprl1,Penk_Oprl1
Penk,Oprm1,Penk_Oprm1
Pomc,Oprd1,Pomc_Oprd1
Pomc,Oprk1,Pomc_Oprk1
Pomc,Oprl1,Pomc_Oprl1
Pomc,Oprm1,Pomc_Oprm1
Hcrt,Hcrtr1,Hcrt_Hcrtr1
Hcrt,Hcrtr2,Hcrt_Hcrtr2
Oxt,Oxtr,Oxt_Oxtr
Sst,Sstr1,Sst_Sstr1
Sst,Sstr2,Sst_Sstr2
Sst,Sstr3,Sst_Sstr3
Sst,Sstr4,Sst_Sstr4
Sst,Sstr5,Sst_Sstr5
Cort,Sstr1,Cort_Sstr1
Cort,Sstr2,Cort_Sstr2
Cort,Sstr3,Cort_Sstr3
Cort,Sstr4,Cort_Sstr4
Cort,Sstr5,Cort_Sstr5
Tac1,Tacr1,Tac1_Tacr1
Tac4,Tacr1,Tac4_Tacr1
Tac1,Tacr2,Tac1_Tacr2
Tac2,Tacr3,Tac2_Tacr3
Uts2,Uts2r,Uts2_Uts2r
Avp,Avpr2,Avp_Avpr2
Avp,Avpr1a,Avp_Avpr1a
Avp,Avpr1b,Avp_Avpr1b
Prlh,Prlhr,Prlh_Prlhr
Gm10334,F2r,Gm10334_F2r
Try5,F2r,Try5_F2r
Ctsg,F2r,Ctsg_F2r
F2,F2r,F2_F2r
Gzma,F2r,Gzma_F2r
Prss2,F2r,Prss2_F2r
Try4,F2r,Try4_F2r
Try10,F2r,Try10_F2r
Gm10334,F2rl1,Gm10334_F2rl1
Try5,F2rl1,Try5_F2rl1
Ctsg,F2rl1,Ctsg_F2rl1
F2,F2rl1,F2_F2rl1
Gzma,F2rl1,Gzma_F2rl1
Prss2,F2rl1,Prss2_F2rl1
Try4,F2rl1,Try4_F2rl1
Try10,F2rl1,Try10_F2rl1
Gm10334,F2rl2,Gm10334_F2rl2
Try5,F2rl2,Try5_F2rl2
Ctsg,F2rl2,Ctsg_F2rl2
F2,F2rl2,F2_F2rl2
Gzma,F2rl2,Gzma_F2rl2
Prss2,F2rl2,Prss2_F2rl2
Try4,F2rl2,Try4_F2rl2
Try10,F2rl2,Try10_F2rl2
Gm10334,F2rl3,Gm10334_F2rl3
Try5,F2rl3,Try5_F2rl3
Ctsg,F2rl3,Ctsg_F2rl3
F2,F2rl3,F2_F2rl3
Gzma,F2rl3,Gzma_F2rl3
Plg,F2rl3,Plg_F2rl3
Prss2,F2rl3,Prss2_F2rl3
Try4,F2rl3,Try4_F2rl3
Try10,F2rl3,Try10_F2rl3
Gm10334,Pard3,Gm10334_Pard3
Try5,Pard3,Try5_Pard3
Ctsg,Pard3,Ctsg_Pard3
F2,Pard3,F2_Pard3
Gzma,Pard3,Gzma_Pard3
Plg,Pard3,Plg_Pard3
Prss2,Pard3,Prss2_Pard3
Try4,Pard3,Try4_Pard3
Try10,Pard3,Try10_Pard3
Pmch,Mchr1,Pmch_Mchr1
Prok1,Prokr2,Prok1_Prokr2
Prok1,Prokr1,Prok1_Prokr1
Prok2,Prokr1,Prok2_Prokr1
Prok2,Prokr2,Prok2_Prokr2
Adcyap1,Adcyap1r1,Adcyap1_Adcyap1r1
Vip,Vipr1,Vip_Vipr1
Vip,Vipr2,Vip_Vipr2
Nppa,Npr1,Nppa_Npr1
Nppb,Npr1,Nppb_Npr1
Nppc,Npr2,Nppc_Npr2
Kitl,Kit,Kitl_Kit
Gcg,Gipr,Gcg_Gipr
Gip,Gipr,Gip_Gipr
Fshb,Fshr,Fshb_Fshr
Cga,Fshr,Cga_Fshr
Lhb,Lhcgr,Lhb_Lhcgr
Cga,Lhcgr,Cga_Lhcgr
Tshb,Tshr,Tshb_Tshr
Cga,Tshr,Cga_Tshr
Bdnf,Ntrk2,Bdnf_Ntrk2
Ngf,Ntrk1,Ngf_Ntrk1
Flt3l,Flt3,Flt3l_Flt3
Hgf,Met,Hgf_Met
Klk1b4,Ntrk1,Klk1b4_Ntrk1
Ntf3,Ntrk1,Ntf3_Ntrk1
Ntf3,Ntrk2,Ntf3_Ntrk2
Ntf3,Ntrk3,Ntf3_Ntrk3
Ntf5,Ntrk2,Ntf5_Ntrk2
Sema3a,NRP1_PLXNA1,Sema3a_NRP1_PLXNA1
Sema3a,NRP1_PLXNA2,Sema3a_NRP1_PLXNA2
Sema3a,NRP1_PLXNA3,Sema3a_NRP1_PLXNA3
Sema3a,NRP1_PLXNA4,Sema3a_NRP1_PLXNA4
Sema3b,NRP1_PLXNA1,Sema3b_NRP1_PLXNA1
Sema3b,NRP1_PLXNA2,Sema3b_NRP1_PLXNA2
Sema3b,NRP1_PLXNA3,Sema3b_NRP1_PLXNA3
Sema3b,NRP1_PLXNA4,Sema3b_NRP1_PLXNA4
Sema3c,NRP1_PLXNA1,Sema3c_NRP1_PLXNA1
Sema3c,NRP1_PLXNA2,Sema3c_NRP1_PLXNA2
Sema3c,NRP1_PLXNA3,Sema3c_NRP1_PLXNA3
Sema3c,NRP1_PLXNA4,Sema3c_NRP1_PLXNA4
Sema3d,NRP1_PLXNA1,Sema3d_NRP1_PLXNA1
Sema3d,NRP1_PLXNA2,Sema3d_NRP1_PLXNA2
Sema3d,NRP1_PLXNA3,Sema3d_NRP1_PLXNA3
Sema3d,NRP1_PLXNA4,Sema3d_NRP1_PLXNA4
Sema3b,NRP2_PLXNA1,Sema3b_NRP2_PLXNA1
Sema3b,NRP2_PLXNA2,Sema3b_NRP2_PLXNA2
Sema3b,NRP2_PLXNA3,Sema3b_NRP2_PLXNA3
Sema3b,NRP2_PLXNA4,Sema3b_NRP2_PLXNA4
Sema3c,NRP2_PLXNA1,Sema3c_NRP2_PLXNA1
Sema3c,NRP2_PLXNA2,Sema3c_NRP2_PLXNA2
Sema3c,NRP2_PLXNA3,Sema3c_NRP2_PLXNA3
Sema3c,NRP2_PLXNA4,Sema3c_NRP2_PLXNA4
Sema3d,NRP2_PLXNA1,Sema3d_NRP2_PLXNA1
Sema3d,NRP2_PLXNA2,Sema3d_NRP2_PLXNA2
Sema3d,NRP2_PLXNA3,Sema3d_NRP2_PLXNA3
Sema3d,NRP2_PLXNA4,Sema3d_NRP2_PLXNA4
Sema3f,NRP2_PLXNA1,Sema3f_NRP2_PLXNA1
Sema3f,NRP2_PLXNA2,Sema3f_NRP2_PLXNA2
Sema3f,NRP2_PLXNA3,Sema3f_NRP2_PLXNA3
Sema3f,NRP2_PLXNA4,Sema3f_NRP2_PLXNA4
Sema3g,NRP2_PLXNA1,Sema3g_NRP2_PLXNA1
Sema3g,NRP2_PLXNA2,Sema3g_NRP2_PLXNA2
Sema3g,NRP2_PLXNA3,Sema3g_NRP2_PLXNA3
Sema3g,NRP2_PLXNA4,Sema3g_NRP2_PLXNA4
Sema3c,NRP1_NRP2,Sema3c_NRP1_NRP2
Sema3c,Plxnd1,Sema3c_Plxnd1
Sema3e,Plxnd1,Sema3e_Plxnd1
Adm,Calcr,Adm_Calcr
Adm,Calcrl,Adm_Calcrl
Agt,Mas1,Agt_Mas1
Anxa1,Fpr2,Anxa1_Fpr2
Anxa1,Fpr1,Anxa1_Fpr1
Apela,Aplnr,Apela_Aplnr
Calca,Calcr,Calca_Calcr
Calca,Calcrl,Calca_Calcrl
Calcb,Calcr,Calcb_Calcr
Calcb,Calcrl,Calcb_Calcrl
Crh,Crhr1,Crh_Crhr1
Crh,Crhr2,Crh_Crhr2
Enho,Gpr19,Enho_Gpr19
Gas6,Axl,Gas6_Axl
Gas6,Mertk,Gas6_Mertk
Gas6,Tyro3,Gas6_Tyro3
Gcg,Gcgr,Gcg_Gcgr
Gcg,Glp1r,Gcg_Glp1r
Gcg,Glp2r,Gcg_Glp2r
Gh,Ghr,Gh_Ghr
Gh,Prlr,Gh_Prlr
Ghrh,Vipr1,Ghrh_Vipr1
Ghrh,Vipr2,Ghrh_Vipr2
Ghrh,Ghsr,Ghrh_Ghsr
Ghrh,Ghrhr,Ghrh_Ghrhr
Gnrh1,Gnrhr,Gnrh1_Gnrhr
Grn,Sort1,Grn_Sort1
Guca2a,Gucy2c,Guca2a_Gucy2c
Guca2b,Gucy2c,Guca2b_Gucy2c
Iapp,Calcr,Iapp_Calcr
Iapp,Calcrl,Iapp_Calcrl
Insl3,Rxfp2,Insl3_Rxfp2
Insl3,Rxfp1,Insl3_Rxfp1
Insl3,Rxfp4,Insl3_Rxfp4
Insl3,Rxfp3,Insl3_Rxfp3
Insl5,Rxfp4,Insl5_Rxfp4
Insl5,Rxfp3,Insl5_Rxfp3
Insl5,Rxfp2,Insl5_Rxfp2
Insl5,Rxfp1,Insl5_Rxfp1
Lep,Lepr,Lep_Lepr
Lgals9,Ptprc,Lgals9_Ptprc
Lgals9,Ighm,Lgals9_Ighm
Nps,Npsr1,Nps_Npsr1
Npvf,Npffr1,Npvf_Npffr1
Npvf,Npffr2,Npvf_Npffr2
Ostn,Npr3,Ostn_Npr3
Pmch,Mertk,Pmch_Mertk
Pros1,Axl,Pros1_Axl
Pros1,Tyro3,Pros1_Tyro3
Psap,Gpr37l1,Psap_Gpr37l1
Psap,Gpr37,Psap_Gpr37
Pth,Pth1r,Pth_Pth1r
Pth,Pth2r,Pth_Pth2r
Pth2,Pth1r,Pth2_Pth1r
Pth2,Pth2r,Pth2_Pth2r
Pthlh,Pth1r,Pthlh_Pth1r
Qrfp,Qrfpr,Qrfp_Qrfpr
Rarres2,Gpr1,Rarres2_Gpr1
Rarres2,Cmklr1,Rarres2_Cmklr1
Rln1,Rxfp2,Rln1_Rxfp2
Rln1,Rxfp1,Rln1_Rxfp1
Rln1,Rxfp3,Rln1_Rxfp3
Rln1,Rxfp4,Rln1_Rxfp4
Rln3,Rxfp3,Rln3_Rxfp3
Rln3,Rxfp1,Rln3_Rxfp1
Rln3,Rxfp4,Rln3_Rxfp4
Rln3,Rxfp2,Rln3_Rxfp2
Saa2,Fpr2,Saa2_Fpr2
Scgb3a2,Marco,Scgb3a2_Marco
Sct,Sctr,Sct_Sctr
Slurp1,Chrnb1,Slurp1_Chrnb1
Slurp1,Chrnb2,Slurp1_Chrnb2
Slurp1,Chrnb3,Slurp1_Chrnb3
Slurp1,Chrnb4,Slurp1_Chrnb4
Slurp1,Chrna1,Slurp1_Chrna1
Slurp1,Chrna2,Slurp1_Chrna2
Slurp1,Chrna3,Slurp1_Chrna3
Slurp1,Chrna4,Slurp1_Chrna4
Slurp1,Chrna5,Slurp1_Chrna5
Slurp1,Chrna6,Slurp1_Chrna6
Slurp1,Chrna9,Slurp1_Chrna9
Slurp1,Chrna10,Slurp1_Chrna10
Slurp1,Chrnd,Slurp1_Chrnd
Slurp1,Chrne,Slurp1_Chrne
Slurp1,Chrng,Slurp1_Chrng
Slurp1,Chrna7,Slurp1_Chrna7
Slurp2,Chrnb1,Slurp2_Chrnb1
Slurp2,Chrnb2,Slurp2_Chrnb2
Slurp2,Chrnb3,Slurp2_Chrnb3
Slurp2,Chrnb4,Slurp2_Chrnb4
Slurp2,Chrna1,Slurp2_Chrna1
Slurp2,Chrna2,Slurp2_Chrna2
Slurp2,Chrna3,Slurp2_Chrna3
Slurp2,Chrna4,Slurp2_Chrna4
Slurp2,Chrna5,Slurp2_Chrna5
Slurp2,Chrna6,Slurp2_Chrna6
Slurp2,Chrna7,Slurp2_Chrna7
Slurp2,Chrna9,Slurp2_Chrna9
Slurp2,Chrna10,Slurp2_Chrna10
Slurp2,Chrnd,Slurp2_Chrnd
Slurp2,Chrne,Slurp2_Chrne
Slurp2,Chrng,Slurp2_Chrng
Btla,Tnfrsf14,Btla_Tnfrsf14
Trh,Trhr,Trh_Trhr
Trh,Trhr2,Trh_Trhr2
Ucn,Crhr1,Ucn_Crhr1
Ucn,Crhr2,Ucn_Crhr2
Ucn2,Crhr1,Ucn2_Crhr1
Ucn2,Crhr2,Ucn2_Crhr2
Ucn3,Crhr1,Ucn3_Crhr1
Ucn3,Crhr2,Ucn3_Crhr2
Uts2b,Uts2r,Uts2b_Uts2r
Uts2b,Sstr5,Uts2b_Sstr5
Bag6,Ncr3-ps,Bag6_Ncr3-ps
Lgals9,Havcr2,Lgals9_Havcr2
Lgals9,Cd44,Lgals9_Cd44
Col1a1,ITGA1_ITGB1,Col1a1_ITGA1_ITGB1
